"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","IRI","THRULNQTY","THRULNWD","AADT","AADTDERIV","COUNTSTATI","BUILTYR","RUNLENGTH_","RUNLENGTH1"
"3624",0.1,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",64,4,215,4,10,35000,0,107726,1995,4.1,4.2
"3631",0.1,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,108,4,10,27000,1,202071,1995,3.1,3.2
"3638",0.01,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,115,4,10,25000,1,202031,1995,0.69,0.7
"3640",0.1,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",44,4,169,4,10,35000,3,107744,1995,0,0.1
"3656",0.08,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",33,1,149,8,10,45000,0,202077,1995,3.1,3.18
"3663",0.02,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,302,2,10,8100,3,106744,1995,0.9,0.92
"3667",0.06,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,184,6,10,41000,1,202234,1995,1.14,1.2
"3668",0.03,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",98,4,330,6,10,44000,1,107773,1995,0.02,0.05
"3670",0.025,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,113,4,10,30000,3,202096,1995,1.8,1.825
"3677",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,240,6,10,37000,1,901089,1995,1.1,1.11
"3681",0.095,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,112,4,10,25000,1,202031,1995,0.405,0.5
"3696",0.06,"S STEELE ST","S","3  Principal Arterial - Other","1    Asphalt",84,4,305,4,10,33000,0,900081,1995,0.11,0.17
"3707",0.03,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,390,2,10,8100,3,106744,1995,0.5,0.53
"3712",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,1,333,5,10,21000,4,107767,1995,1.45,1.5
"3714",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,206,4,10,33000,3,107746,1995,0.59,0.6
"3716",0.02,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,214,4,10,29000,0,202147,1995,0.8,0.82
"3721",0.01,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,73,6,11,32000,0,900561,1995,0.79,0.8
"3723",0.026,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",58,4,285,2,10,24000,2,900538,1995,1.2,1.226
"3724",0.06,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,100,4,10,32000,1,900087,1995,0.8,0.86
"3732",0.02,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,131,4,11,122000,1,900096,1995,1.27,1.29
"3734",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,109,4,11,98000,0,106559,1995,4.67,4.77
"3742",0.08,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,294,4,10,24000,0,201998,1995,2.72,2.8
"3752",0.03,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,2.5,281,4,10,10000,1,900093,1995,0.79,0.82
"3758",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",66,4,241,8,12,27000,0,901637,1995,1.385,1.4
"3761",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,246,4,10,25000,1,202031,1995,0.97,1
"3782",0.1,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,168,6,10,41000,1,202234,1995,0.8,0.9
"3785",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,244,4,10,32000,3,202398,1995,0.8,0.87
"3788",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,254,4,10,30000,1,202146,1995,2.8,2.84
"3794",0.01,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,160,4,10,23000,0,202052,1995,0.46,0.47
"3799",0.09,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,286,4,10,21000,1,202413,1995,2.04,2.13
"3820",0.07,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,113,6,11,129000,3,106561,1995,5.03,5.1
"3829",0.02,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,268,4,12,20000,3,901631,1995,0.28,0.3
"3835",0.01,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,202,8,10,21000,4,107767,1995,1.39,1.4
"3837",0.015,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,219,4,10,30000,3,202096,1995,1.9,1.915
"3838",0.05,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,214,4,10,29000,0,202147,1995,0.85,0.9
"3844",0.02,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,4,263,4,10,35000,1,202072,1995,0.98,1
"3845",0.064,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,2.5,138,2,12,19000,2,202200,1995,3.636,3.7
"3852",0.08,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,243,4,10,36000,1,202406,1995,1.12,1.2
"3855",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,552,4,10,30000,1,202146,1995,2.56,2.6
"3862",0.07,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,158,4,10,27000,1,202071,1995,2.9,2.97
"3867",0.065,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,294,4,10,25000,1,202031,1995,1,1.065
"3870",0.05,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,160,4,10,26000,2,900118,1995,0.75,0.8
"3876",0.01,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,268,4,12,20000,3,901631,1995,0.2,0.21
"3888",0.03,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",24,1,165,6,10,45000,0,202077,1995,3.7,3.73
"3895",0.07,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,257,4,12,20000,3,901631,1995,0,0.07
"3897",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,206,2,10,19000,2,202200,1995,2.6,2.7
"3900",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,112,4,10,22000,4,107768,1995,1.8,1.9
"3902",0.055,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,148,4,10,30000,3,202096,1995,2.1,2.155
"3903",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,290,4,10,29000,0,202147,1995,1.54,1.6
"3909",0.02,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,203,6,10,37000,1,901089,1995,1.03,1.05
"3912",0.09,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,2.5,152,4,10,27000,1,107447,1995,1.51,1.6
"3917",0.09,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,129,4,11,129000,3,106561,1995,3.7,3.79
"3928",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,193,4,10,23000,1,201997,1995,3.365,3.385
"3945",0.06,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,319,7,12,31000,3,202028,1995,0.4,0.46
"3947",0.03,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,161,4,10,33000,3,107746,1995,0.67,0.7
"3948",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,322,4,10,29000,0,202147,1995,0,0.06
"3953",0.05,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,75,5,10,10000,0,202083,1995,1.45,1.5
"3955",0.036,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,176,2,10,19000,2,202200,1995,2.2,2.236
"3956",0.1,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,1,145,4,10,26000,1,900085,1995,0.2,0.3
"3964",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,56,4,11,115000,4,106558,1995,2.67,2.77
"3966",0.02,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,93,4,11,98000,0,106559,1995,3.67,3.69
"3974",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,377,4,10,37000,0,202000,1995,1.9,1.94
"3978",0.05,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",64,4,274,4,10,35000,0,107726,1995,4.2,4.25
"3985",0.06,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,158,3,10,24000,0,900084,1995,0.71,0.77
"3991",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,267,4,12,32000,3,900124,1995,2.1,2.155
"3994",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,213,4,10,26000,2,900118,1995,0.88,0.9
"4015",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",62,4,324,4,10,32000,3,202398,1995,0.6,0.62
"4018",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,244,4,10,29000,0,202147,1995,2.26,2.3
"4025",0.09,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,4,226,4,10,27000,1,202071,1995,2.61,2.7
"4030",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",106,4,228,7,10,32000,3,900124,1995,0.06,0.1
"4049",0.09,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,174,6,11,129000,3,106561,1995,5.2,5.29
"4063",0.02,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,1,405,4,10,25000,3,107769,1995,2.48,2.5
"4066",0.01,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,197,4,10,29000,0,202147,1995,0.9,0.91
"4072",0.04,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,142,5,10,29000,0,202073,1995,0.86,0.9
"4074",0.074,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,164,2,10,19000,2,202200,1995,2.426,2.5
"4075",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,116,4,10,23000,2,900088,1995,1.19,1.2
"4092",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,238,4,10,23000,1,201997,1995,3.405,3.475
"4103",0.05,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,394,2,10,8100,3,106744,1995,0.2,0.25
"4109",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,180,8,12,31000,3,202028,1995,0.7,0.73
"4111",0.05,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,110,4,10,30000,3,202096,1995,1.605,1.655
"4112",0.01,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,195,4,10,25000,3,107769,1995,0.39,0.4
"4118",0.02,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,2.5,108,6,11,10000,0,202083,1995,0.98,1
"4120",0.014,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,186,2,10,24000,2,900538,1995,1.486,1.5
"4130",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,102,4,11,98000,0,106559,1995,3.77,3.87
"4137",0.09,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",65,1,305,4,10,39000,1,202001,1995,1.61,1.7
"4141",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",64,4,163,4,10,35000,0,107726,1995,4.35,4.39
"4142",0.11,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,153,4,10,23000,2,900088,1995,1.29,1.4
"4151",0.1,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,167,4,11,97000,4,106560,1995,0.3,0.4
"4157",0.071,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,195,4,10,26000,1,900126,1995,3.529,3.6
"4169",0.05,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,394,2,10,8100,3,106744,1995,0.25,0.3
"4175",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,197,7,12,32000,3,900124,1995,2.215,2.265
"4177",0.04,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,174,4,10,33000,3,107746,1995,1,1.04
"4178",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,174,4,10,31000,1,107770,1995,0.47,0.5
"4184",0.04,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",34,4,88,4,10,10000,0,202083,1995,1.9,1.94
"4186",0.024,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",58,4,137,2,10,24000,2,900538,1995,0.976,1
"4187",0.02,"N HAVANA WAY","W","3  Principal Arterial - Other","1    Asphalt",28,4,223,2,10,7600,0,203017,1995,0.28,0.3
"4195",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,98,4,11,122000,1,900096,1995,1.07,1.17
"4197",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,84,4,11,98000,0,106559,1995,3.87,3.97
"4205",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",52,4,297,4,10,29000,0,201999,1995,2.36,2.4
"4209",0.03,"N FOX ST","N","3  Principal Arterial - Other","1    Asphalt",66,1,151,4,10,20000,4,202087,1995,0,0.03
"4216",0.07,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,135,6,10,31000,0,901639,1995,0.2,0.27
"4218",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,149,4,11,98000,0,106559,1995,3.37,3.47
"4224",0.005,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,247,4,12,32000,3,900124,1995,2,2.005
"4227",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,144,4,10,26000,2,900118,1995,0.3,0.32
"4250",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",98,4,330,6,10,44000,1,107773,1995,0,0.02
"4253",0.01,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,442,4,10,46000,3,107725,1995,3.49,3.5
"4259",0.09,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,160,4,10,23000,0,202052,1995,0.37,0.46
"4263",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,321,4,10,25000,1,202031,1995,0.145,0.185
"4288",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,300,2,10,8100,3,106744,1995,0.8,0.86
"4293",0.07,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,276,8,12,21000,4,107767,1995,1,1.07
"4295",0.035,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,232,4,10,30000,3,202096,1995,2.2,2.235
"4296",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,361,4,10,29000,0,202147,1995,1.46,1.5
"4302",0.02,"E OHIO AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,454,2,10,8600,2,202089,1995,0,0.02
"4304",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,161,2,10,19000,2,202200,1995,3.1,3.2
"4306",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,4,348,4,10,26000,1,900085,1995,0.5,0.52
"4315",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,60,4,11,122000,1,900096,1995,1.87,1.97
"4324",0.08,"W 6TH AVENUE FWY","W","3  Principal Arterial - Other","1    Asphalt",84,4,193,6,10,66000,3,900003,1995,0,0.08
"4335",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,116,3,10,24000,0,900084,1995,0.83,0.87
"4343",0.02,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,155,4,10,33000,3,107746,1995,1.38,1.4
"4344",0.02,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,275,4,10,29000,0,202147,1995,0.1,0.12
"4351",0.03,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",54,4,206,4,11,43000,1,900537,1995,0.5,0.53
"4353",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,213,2,12,20000,4,902075,1995,0.3,0.4
"4369",0.06,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,293,4,10,36000,3,202002,1995,1.24,1.3
"4377",0.08,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,1,199,6,10,40000,1,106564,1995,3.9,3.98
"4380",0.06,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,153,4,10,23000,0,202052,1995,0.21,0.27
"4387",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,151,4,12,32000,3,900124,1995,1.885,1.9
"4389",0.05,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",44,4,183,4,10,35000,3,107744,1995,0.25,0.3
"4411",0.07,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,268,4,12,20000,3,901631,1995,0.21,0.28
"4415",0.06,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,123,6,10,41000,1,202234,1995,1.2,1.26
"4416",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,251,4,10,32000,3,202398,1995,0.25,0.26
"4418",0.015,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,212,4,10,30000,3,202096,1995,2.485,2.5
"4419",0.1,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,260,4,10,53000,4,901106,1995,3.2,3.3
"4428",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,133,8,10,25000,1,202031,1995,0.3,0.4
"4443",0.06,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",60,2.5,283,4,10,10000,1,900092,1995,0.69,0.75
"4445",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,94,4,11,98000,0,106559,1995,5.07,5.17
"4451",0.07,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,120,4,10,25000,1,202031,1995,0.7,0.77
"4454",0.08,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,144,4,10,26000,2,900118,1995,0.32,0.4
"4479",0.1,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",36,1,291,4,10,26000,1,106535,1995,0,0.1
"4480",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,251,4,10,32000,3,202398,1995,0.26,0.3
"4483",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,395,4,10,53000,4,901106,1995,3.34,3.4
"4489",0.12,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,120,4,10,27000,1,202071,1995,3.21,3.33
"4493",0.045,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,115,4,10,25000,1,202031,1995,0.6,0.645
"4506",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,104,4,10,22000,4,107768,1995,2.36,2.4
"4521",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,473,2,10,8100,3,106744,1995,0.4,0.46
"4526",0.065,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,145,4,10,30000,3,202096,1995,2.735,2.8
"4527",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,220,4,10,29000,0,202147,1995,1.8,1.86
"4535",0.076,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,137,2,12,20000,4,902075,1995,0.9,0.976
"4536",0.1,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,1,148,3,10,24000,0,900084,1995,0,0.1
"4544",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,52,4,11,115000,4,106558,1995,2.37,2.47
"4553",0.1,"S STEELE ST","S","3  Principal Arterial - Other","1    Asphalt",84,4,181,5,10,32000,1,202429,1995,0,0.1
"4564",0.1,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",78,4,186,6,10,35000,3,107744,1995,0,0.1
"4570",0.02,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,261,3,10,31000,3,202028,1995,0.18,0.2
"4572",0.04,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,141,4,10,33000,3,107746,1995,1.14,1.18
"4573",0.1,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,118,4,10,31000,1,107770,1995,0.5,0.6
"4580",0.06,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,206,6,11,43000,1,900537,1995,0.53,0.59
"4598",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",40,4,222,4,10,24000,0,201998,1995,2.84,2.86
"4608",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,158,4,10,23000,0,202052,1995,0.67,0.71
"4614",0.065,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,234,4,10,25000,1,202031,1995,0.935,1
"4617",0.05,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,138,4,10,26000,2,900118,1995,0.6,0.65
"4623",0.01,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,163,2,10,8100,3,106744,1995,0.79,0.8
"4645",0.06,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",96,4,270,6,12,52000,0,202235,1995,0.14,0.2
"4646",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,333,8,10,21000,4,107767,1995,1.4,1.45
"4648",0.085,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,212,4,10,30000,3,202096,1995,2.4,2.485
"4649",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,220,4,10,29000,0,202147,1995,1.86,1.9
"4655",0.03,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,203,6,10,37000,1,901089,1995,1.07,1.1
"4657",0.05,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,369,4,10,21000,1,202413,1995,1.9,1.95
"4673",0.099,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,161,4,10,26000,1,900126,1995,3.6,3.699
"4685",0.07,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,360,2,10,8100,3,106744,1995,0,0.07
"4690",0.08,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,178,6,12,32000,3,900124,1995,2.305,2.385
"4692",0.03,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,131,4,10,33000,3,107746,1995,0.8,0.83
"4693",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,119,4,10,31000,1,107770,1995,0.8,0.82
"4700",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,95,2,12,20000,4,902075,1995,0.6,0.7
